outage_branch,outage_from_bus,outage_from_name,outage_to_bus,outage_to_name,outage_base_loading_pct,status,component_count,component_sizes,converged,max_loading_pct,worst_branch,worst_from_bus,worst_from_name,worst_to_bus,worst_to_name,overloaded_branch_count,min_voltage_pu,min_voltage_bus,min_voltage_name,voltage_violation_count,max_voltage_violation_pu,ac_loss_mw,message
335,176,마산,177,경남,31.08494318358953,OK,1,,True,99.60787367095033,264,134,광양,193,남해,0,0.9603678152420965,72,홍천,0,0.0,838.6127872170327,
336,176,마산,189,고성,43.16669544529317,OK,1,,True,98.40362248637761,264,134,광양,193,남해,0,0.9602118513300437,72,홍천,0,0.0,837.3643962968345,
337,176,마산,190,사천,69.4876411319743,LIMIT_VIOLATION,1,,True,106.76868998433993,351,183,진해,190,사천,2,0.9601898960803925,72,홍천,0,0.0,867.1906117485632,
338,177,경남,178,김해,26.53505928760742,OK,1,,True,98.52749024194001,264,134,광양,193,남해,0,0.9602213180384549,72,홍천,0,0.0,833.2894841960369,
339,177,경남,181,북부산,9.150163623630274,OK,1,,True,98.29219102592536,264,134,광양,193,남해,0,0.9601745123246597,72,홍천,0,0.0,831.7134090351756,
340,177,경남,182,서부산,30.97450047514252,OK,1,,True,98.631383511941,264,134,광양,193,남해,0,0.9602318771792323,72,홍천,0,0.0,841.4053876366961,
341,177,경남,183,진해,40.47066993173865,OK,1,,True,98.59121299414207,264,134,광양,193,남해,0,0.96024204565434,72,홍천,0,0.0,841.5994972112385,
342,178,김해,182,서부산,12.242304740905428,OK,1,,True,98.50521201050132,264,134,광양,193,남해,0,0.9602186625060444,72,홍천,0,0.0,832.416828700254,
343,178,김해,183,진해,28.839066847218074,OK,1,,True,98.53632243805112,264,134,광양,193,남해,0,0.9602226228083278,72,홍천,0,0.0,833.7149902044621,
344,179,동래,181,북부산,21.510168216933163,OK,1,,True,98.40868532955068,264,134,광양,193,남해,0,0.9602079031184511,72,홍천,0,0.0,832.4100673668872,
345,179,동래,184,남부산,8.17349854271018,OK,1,,True,98.49685001332004,264,134,광양,193,남해,0,0.960216921620329,72,홍천,0,0.0,832.6206858236837,
346,179,동래,185,부산울산,24.905184361906148,OK,1,,True,98.46653288231698,264,134,광양,193,남해,0,0.9602138593144762,72,홍천,0,0.0,832.4621174110071,
347,180,진주,188,하동,4.178353920817738,OK,1,,True,98.6465559002505,264,134,광양,193,남해,0,0.9602064559983072,72,홍천,0,0.0,832.018746315036,
348,180,진주,190,사천,61.80084372650339,OK,1,,True,98.73376727226675,264,134,광양,193,남해,0,0.960115600053394,72,홍천,0,0.0,840.1013566422771,
349,181,북부산,185,부산울산,6.873181844730723,OK,1,,True,98.48690353251125,264,134,광양,193,남해,0,0.9602158423473698,72,홍천,0,0.0,832.1197708530235,
350,181,북부산,186,중부산,22.505877840349736,ISLANDING,2,191+2,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
351,183,진해,190,사천,64.66624599846163,LIMIT_VIOLATION,1,,True,114.00428385502575,337,176,마산,190,사천,1,0.960307923101903,72,홍천,0,0.0,867.9451252352592,
352,186,중부산,187,영도,2.7338847654135026,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
353,188,하동,193,남해,24.41833782438141,LIMIT_VIOLATION,1,,True,106.13405363564637,264,134,광양,193,남해,1,0.9602159334218414,72,홍천,0,0.0,833.2510112117889,
354,189,고성,190,사천,10.784871509822395,OK,1,,True,98.47232408089708,264,134,광양,193,남해,0,0.960215287285155,72,홍천,0,0.0,832.1957215186994,
355,189,고성,191,거제,4.305056475661266,OK,1,,True,98.48248664524766,264,134,광양,193,남해,0,0.9602155174499617,72,홍천,0,0.0,832.0945923535328,
356,189,고성,192,통영,23.767665553540102,OK,1,,True,98.4797896134816,264,134,광양,193,남해,0,0.9602151072254044,72,홍천,0,0.0,832.7759517003287,
357,190,사천,192,통영,2.150712696475005,OK,1,,True,98.48377083916964,264,134,광양,193,남해,0,0.9602154322216082,72,홍천,0,0.0,832.0655618400197,
358,191,거제,192,통영,23.21038452332885,OK,1,,True,98.48100129998568,264,134,광양,193,남해,0,0.9602149909888206,72,홍천,0,0.0,833.8673734350305,
359,50,안성,51,평택,28.21778392067065,OK,1,,True,98.47445989054239,264,134,광양,193,남해,0,0.9599772441903265,72,홍천,0,0.0,832.3147492578864,
360,35,시흥,40,안산,30.298888148698744,OK,1,,True,98.48237516603011,264,134,광양,193,남해,0,0.96020643813236,72,홍천,0,0.0,833.1731028686627,
361,52,음성,54,진천,11.866774977444557,OK,1,,True,98.47315866694292,264,134,광양,193,남해,0,0.9599227307616177,72,홍천,0,0.0,832.324957662131,
362,138,보성,142,고흥,2.202010236031464,OK,1,,True,98.46833110087765,264,134,광양,193,남해,0,0.9602150182540168,72,홍천,0,0.0,832.0436128744914,
363,138,보성,142,고흥,2.202010236031464,OK,1,,True,98.46833110087765,264,134,광양,193,남해,0,0.9602150182540168,72,홍천,0,0.0,832.0436128744914,
364,25,인천,32,광명,13.014073629574366,OK,1,,True,98.48431097926586,264,134,광양,193,남해,0,0.9602122061142445,72,홍천,0,0.0,831.943502929571,
365,20,하남,22,강동송파,4.95050837088231,OK,1,,True,98.48226297517299,264,134,광양,193,남해,0,0.9600658663140993,72,홍천,0,0.0,832.0620524537517,
366,9,노원도봉,13,동대문중랑,0.4092605826230862,OK,1,,True,98.482284593704,264,134,광양,193,남해,0,0.9602152280216186,72,홍천,0,0.0,832.0291968072415,
367,24,강서양천,26,부천,3.020070847459055,OK,1,,True,98.48236130501259,264,134,광양,193,남해,0,0.9602153135082914,72,홍천,0,0.0,832.0602826011454,
368,45,서용인,48,오산,4.156906175615348,OK,1,,True,98.48123238012661,264,134,광양,193,남해,0,0.9602104187964238,72,홍천,0,0.0,832.0189644521452,
369,90,경북,92,청송,1.7548105216508907,OK,1,,True,98.47913869062414,264,134,광양,193,남해,0,0.9601874779792993,72,홍천,0,0.0,832.0612603593763,
370,118,고창,124,영광,34.60730634616185,OK,1,,True,98.30382203495223,264,134,광양,193,남해,0,0.9601943943455393,72,홍천,0,0.0,834.4091847554664,
371,118,고창,124,영광,34.60730634616185,OK,1,,True,98.30382203495223,264,134,광양,193,남해,0,0.9601943943455393,72,홍천,0,0.0,834.4091847554664,
372,189,고성,192,통영,23.767665322962937,OK,1,,True,98.4797896133888,264,134,광양,193,남해,0,0.9602151072254789,72,홍천,0,0.0,832.7759514792706,
373,45,서용인,48,오산,4.156906175615348,OK,1,,True,98.48123238012661,264,134,광양,193,남해,0,0.9602104187964238,72,홍천,0,0.0,832.0189644521452,
374,25,인천,26,부천,9.373923595157194,OK,1,,True,98.4825792639891,264,134,광양,193,남해,0,0.9602145354931679,72,홍천,0,0.0,832.1355275945098,
375,54,진천,61,동청주,3.195022069346793,OK,1,,True,98.4807215244526,264,134,광양,193,남해,0,0.96020973257543,72,홍천,0,0.0,832.0391019186936,
376,61,동청주,62,충북,27.640745862664613,OK,1,,True,98.48003675496464,264,134,광양,193,남해,0,0.9602032251605757,72,홍천,0,0.0,832.3474254907487,
377,61,동청주,62,충북,27.640745862664613,OK,1,,True,98.48003675496464,264,134,광양,193,남해,0,0.9602032251605757,72,홍천,0,0.0,832.3474254907487,
378,9,노원도봉,13,동대문중랑,0.4092605826230862,OK,1,,True,98.482284593704,264,134,광양,193,남해,0,0.9602152280216186,72,홍천,0,0.0,832.0291968072415,
379,15,구리,16,남양주,3.0347709696958964,OK,1,,True,98.48238135294145,264,134,광양,193,남해,0,0.96021560149067,72,홍천,0,0.0,832.0469075033034,
380,101,서대전,109,익산,26.437125636653246,OK,1,,True,97.9833699456906,264,134,광양,193,남해,0,0.960190658784957,72,홍천,0,0.0,834.3126202183339,
381,155,대구,157,서대구,9.305074291428866,OK,1,,True,98.48248239032667,264,134,광양,193,남해,0,0.960209150230006,72,홍천,0,0.0,832.1272064407967,
382,53,당진,57,아산,48.15500176679611,OK,1,,True,98.54943912139417,264,134,광양,193,남해,0,0.9601588618259166,72,홍천,0,0.0,836.8596628720697,
383,13,동대문중랑,15,구리,4.05701104325573,OK,1,,True,98.48251828361683,264,134,광양,193,남해,0,0.9602164431720678,72,홍천,0,0.0,832.0699277542008,
384,98,대전세종충남,99,대덕유성,14.813210553195505,OK,1,,True,98.52148665247621,264,134,광양,193,남해,0,0.9602135457191436,72,홍천,0,0.0,832.418820379593,
385,132,무안,139,신안,1.4395963100336628,OK,1,,True,98.4866700495553,264,134,광양,193,남해,0,0.9602152670909065,72,홍천,0,0.0,832.0530245335394,
